"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
47684,"Fresno europeo","15/09/2011 09:30","Medio (4 - 8 mts)",30,"Mediano",-68.8292863971,-32.8724111157,4,"Cuarta Este Área Fundacional",1822015.85685,0
39905,"Morera","02/05/2011 11:41","Medio (4 - 8 mts)",150,"Grande",-68.8433078107,-32.8748200295,1,"Parque Central",1655357.93265,0
15849,"Paraiso","30/11/2011 10:19","Medio (4 - 8 mts)",110,"Grande",-68.872647908,-32.8761597352,7,"Residencial Parque",1786336.08966,0
9536,"Morera","07/02/2011 08:39","Medio (4 - 8 mts)",70,"Grande",-68.8535417086,-32.8641644955,6,"Residencial Norte",2694682.37982,0
18301,"Morera","04/08/2011 10:32","Alto (> 8 mts)",150,"Grande",-68.8396160211,-32.8698225175,4,"Cuarta Oeste",1173332.70145,0
36762,"Pltano","21/03/2011 15:46","Alto (> 8 mts)",128,"Grande",-68.8567225693,-32.8811965069,7,"Residencial Parque",1786336.08966,0
11922,"Morera","12/05/2010 11:55","Bajo (2 - 4 mts)",90,"Grande",-68.8510638986,-32.8671586283,6,"Residencial Norte",2694682.37982,0
16687,"Morera","21/07/2011 09:13","Alto (> 8 mts)",198,"Grande",-68.8409369198,-32.8630391484,4,"Cuarta Oeste",1173332.70145,0
13652,"Morera","25/02/2011 12:45","Alto (> 8 mts)",120,"Grande",-68.8519851448,-32.8656495465,6,"Residencial Norte",2694682.37982,0
14832,"Morera","07/12/2011 10:12","Bajo (2 - 4 mts)",50,"Mediano",-68.8782769259,-32.86940746,8,"Aeroparque",2203364.73622,0
5777,"Morera","06/05/2011 10:29","Bajo (2 - 4 mts)",48,"Mediano",-68.8394791588,-32.8787574928,1,"Parque Central",1655357.93265,0
21605,"Fresno europeo","11/05/2011 11:54","Muy bajo (1 - 2 mts)",95,"Grande",-68.8552558011,-32.8947229035,5,"Residencial Sur",2423808.92355,0
11873,"Paraiso","02/03/2011 09:23","Medio (4 - 8 mts)",136,"Grande",-68.8502276691,-32.8661514267,6,"Residencial Norte",2694682.37982,0
29026,"Fresno europeo","20/04/2011 11:06","Muy bajo (1 - 2 mts)",12,"Chico",-68.8461054984,-32.8860990748,1,"Parque Central",1655357.93265,0
3234,"Morera","22/09/2011 08:18","Alto (> 8 mts)",150,"Grande",-68.821845438,-32.8714425611,4,"Cuarta Este Área Fundacional",1822015.85685,0
32884,"Morera","10/06/2011 09:14","Bajo (2 - 4 mts)",14,"Chico",-68.8510385263,-32.8857138251,5,"Residencial Sur",2423808.92355,0
25410,"Morera","14/02/2011 12:46","Alto (> 8 mts)",114,"Grande",-68.8368299445,-32.9006520762,2,"Barrio Civico",2366816.36021,0
6879,"Morera","07/06/2011 10:14","Alto (> 8 mts)",120,"Grande",-68.8589103284,-32.8949872893,5,"Residencial Sur",2423808.92355,0
20445,"Acer","17/05/2011 10:23","Alto (> 8 mts)",112,"Grande",-68.8616832394,-32.8926742318,5,"Residencial Sur",2423808.92355,0
38782,"Paraiso","01/11/2010 11:52","Alto (> 8 mts)",198,"Grande",-68.8501603512,-32.8698379362,6,"Residencial Norte",2694682.37982,0
14001,"Paraiso","29/11/2011 17:41","Bajo (2 - 4 mts)",100,"Grande",-68.8781902444,-32.8651206437,8,"Aeroparque",2203364.73622,0
38667,"Paraiso","16/12/2010 11:44","Alto (> 8 mts)",250,"Grande",-68.8517317729,-32.871058629,6,"Residencial Norte",2694682.37982,0
9935,"Paraiso","17/11/2010 12:05","Medio (4 - 8 mts)",150,"Grande",-68.8576708074,-32.8706278132,6,"Residencial Norte",2694682.37982,0
15446,"Paraiso","18/11/2011 12:03","Bajo (2 - 4 mts)",28,"Mediano",-68.8596968038,-32.8713113447,6,"Residencial Norte",2694682.37982,0
23486,"Morera","24/01/2011 16:18","Alto (> 8 mts)",162,"Grande",-68.8492721523,-32.9032744082,2,"Barrio Civico",2366816.36021,0
30736,"Morera","04/02/2011 12:48","Alto (> 8 mts)",180,"Grande",-68.8555261917,-32.8686351937,6,"Residencial Norte",2694682.37982,0
42041,"Pltano","30/09/2011 11:01","Alto (> 8 mts)",180,"Grande",-68.8417527414,-32.8797679444,1,"Parque Central",1655357.93265,0
32086,"Fresno europeo","07/06/2011 13:37","Bajo (2 - 4 mts)",30,"Mediano",-68.8590640399,-32.8875359923,5,"Residencial Sur",2423808.92355,0
24239,"Ligustro","27/01/2011 09:59","Alto (> 8 mts)",105,"Grande",-68.8446768504,-32.9008939649,2,"Barrio Civico",2366816.36021,0
37564,"Morera","16/11/2010 11:03","Alto (> 8 mts)",90,"Grande",-68.8569945075,-32.8696324141,6,"Residencial Norte",2694682.37982,0
1229,"Jacarand","29/11/2011 09:22","Medio (4 - 8 mts)",90,"Grande",-68.8765428691,-32.8659178681,8,"Aeroparque",2203364.73622,0
17571,"Morera","28/07/2011 09:42","Alto (> 8 mts)",180,"Grande",-68.8409960625,-32.8664184884,4,"Cuarta Oeste",1173332.70145,0
16590,"Fresno americano","27/07/2011 12:18","Medio (4 - 8 mts)",86,"Grande",-68.8412244306,-32.8649562291,4,"Cuarta Oeste",1173332.70145,0
24642,"Morera","17/01/2011 11:28","Alto (> 8 mts)",100,"Grande",-68.8430905115,-32.8998472348,2,"Barrio Civico",2366816.36021,0
20584,"Paraiso sombrilla","30/05/2011 11:07","Medio (4 - 8 mts)",67,"Grande",-68.8627725854,-32.8975891155,5,"Residencial Sur",2423808.92355,0
18731,"Paraiso","12/07/2011 19:17","Alto (> 8 mts)",240,"Grande",-68.8362214446,-32.8730315685,4,"Cuarta Oeste",1173332.70145,0
44251,"Morera","13/10/2011 11:16","Alto (> 8 mts)",240,"Grande",-68.8340670349,-32.8843430005,3,"Parque O'Higgins",1531146.02653,0
23257,"Fresno europeo","27/01/2012 12:28","Bajo (2 - 4 mts)",70,"Grande",-68.8518103281,-32.901544755,2,"Barrio Civico",2366816.36021,0
42160,"Morera","04/05/2011 13:01","Medio (4 - 8 mts)",120,"Grande",-68.8416188975,-32.8738135428,1,"Parque Central",1655357.93265,0
1147,"Olmo comun","01/12/2011 13:20","Alto (> 8 mts)",98,"Grande",-68.8770043747,-32.8681869413,8,"Aeroparque",2203364.73622,0
41587,"Braquiquito","05/05/2011 11:57","Medio (4 - 8 mts)",42,"Mediano",-68.8410486609,-32.8771203118,1,"Parque Central",1655357.93265,0
14850,"Morera","19/12/2011 07:57","Bajo (2 - 4 mts)",40,"Mediano",-68.8811675289,-32.8740817628,8,"Aeroparque",2203364.73622,0
29751,"Pltano","15/03/2011 10:02","Alto (> 8 mts)",146,"Grande",-68.8401244836,-32.8930218,2,"Barrio Civico",2366816.36021,0
3968,"Paraiso","26/09/2011 10:31","Alto (> 8 mts)",290,"Grande",-68.8278317652,-32.8778817471,4,"Cuarta Este Área Fundacional",1822015.85685,0
34631,"Prunas","31/03/2011 11:45","Medio (4 - 8 mts)",50,"Mediano",-68.8491833367,-32.8768376047,6,"Residencial Norte",2694682.37982,0
21399,"Morera","11/05/2011 09:48","Alto (> 8 mts)",195,"Grande",-68.8548976204,-32.8924071834,5,"Residencial Sur",2423808.92355,0
15800,"Fresno europeo","21/11/2011 18:10","Bajo (2 - 4 mts)",64,"Grande",-68.8735674853,-32.8793529093,7,"Residencial Parque",1786336.08966,0
37706,"Morera","14/01/2012 17:50","Medio (4 - 8 mts)",140,"Grande",-68.8509679178,-32.8722016927,6,"Residencial Norte",2694682.37982,0
1330,"Paraiso sombrilla","29/11/2011 12:08","Medio (4 - 8 mts)",82,"Grande",-68.878121624,-32.8653030152,8,"Aeroparque",2203364.73622,0
22214,"Fresno europeo","18/05/2011 10:23","Medio (4 - 8 mts)",28,"Mediano",-68.8561005825,-32.8993509296,5,"Residencial Sur",2423808.92355,0
41864,"Conifera","04/05/2011 10:52","Alto (> 8 mts)",66,"Grande",-68.8415473447,-32.878512708,1,"Parque Central",1655357.93265,0
4411,"Paraiso","28/07/2011 09:33","Medio (4 - 8 mts)",56,"Mediano",-68.841637993,-32.8697553077,4,"Cuarta Oeste",1173332.70145,0
13832,"Fresno europeo","25/01/2011 09:42","Muy bajo (1 - 2 mts)",5,"Chico",-68.849185219,-32.8631022748,6,"Residencial Norte",2694682.37982,0
36695,"Fresno europeo","07/06/2011 09:23","Bajo (2 - 4 mts)",84,"Grande",-68.860264025,-32.883437759,7,"Residencial Parque",1786336.08966,0
5868,"Morera","05/05/2011 09:03","Bajo (2 - 4 mts)",20,"Chico",-68.8434965769,-32.8863450839,1,"Parque Central",1655357.93265,0
11984,"Olmo bola","14/05/2010 11:58","Medio (4 - 8 mts)",92,"Grande",-68.8510072616,-32.8678917164,6,"Residencial Norte",2694682.37982,0
17318,"Fresno europeo","10/08/2011 07:37","Alto (> 8 mts)",116,"Grande",-68.8342500304,-32.8652487029,4,"Cuarta Oeste",1173332.70145,0
24625,"Pltano","07/02/2011 08:31","Alto (> 8 mts)",210,"Grande",-68.8428255935,-32.9033896414,2,"Barrio Civico",2366816.36021,0
45605,"Morera","23/09/2011 08:32","Alto (> 8 mts)",52,"Mediano",-68.8200426766,-32.8713997038,4,"Cuarta Este Área Fundacional",1822015.85685,0
36168,"Acer","04/04/2011 10:26","Bajo (2 - 4 mts)",57,"Mediano",-68.8526856042,-32.8770792665,6,"Residencial Norte",2694682.37982,0
40675,"Pltano","12/04/2011 12:28","Alto (> 8 mts)",190,"Grande",-68.8444503022,-32.8846162132,1,"Parque Central",1655357.93265,0
32507,"Morera","27/05/2011 10:02","Alto (> 8 mts)",180,"Grande",-68.8531941806,-32.8882024429,5,"Residencial Sur",2423808.92355,0
27399,"Fresno europeo","19/10/2011 12:43","Medio (4 - 8 mts)",90,"Grande",-68.8344670064,-32.8876344356,3,"Parque O'Higgins",1531146.02653,0
39510,"Fresno europeo","10/11/2010 10:41","Alto (> 8 mts)",65,"Grande",-68.8545043668,-32.8694249409,6,"Residencial Norte",2694682.37982,0
25742,"Morera","03/02/2011 10:53","Alto (> 8 mts)",125,"Grande",-68.8408910558,-32.9027364912,2,"Barrio Civico",2366816.36021,0
7654,"Morera","30/05/2011 09:51","Medio (4 - 8 mts)",150,"Grande",-68.8563293996,-32.8848703078,5,"Residencial Sur",2423808.92355,0
30124,"Fresno americano","25/04/2011 13:11","Medio (4 - 8 mts)",83,"Grande",-68.84190415,-32.8868774399,3,"Parque O'Higgins",1531146.02653,0
7986,"Pltano","18/02/2011 13:49","Alto (> 8 mts)",126,"Grande",-68.8404017094,-32.8882762116,3,"Parque O'Higgins",1531146.02653,0
34125,"Morera","10/03/2011 09:30","Alto (> 8 mts)",76,"Grande",-68.8559905806,-32.8728583367,6,"Residencial Norte",2694682.37982,0
47693,"Morera","09/09/2011 14:21","Alto (> 8 mts)",147,"Grande",-68.8301586102,-32.8719785143,4,"Cuarta Este Área Fundacional",1822015.85685,0
40257,"Pltano","14/04/2011 10:02","Alto (> 8 mts)",170,"Grande",-68.8463063467,-32.8824554376,1,"Parque Central",1655357.93265,0
39236,"Paraiso","29/12/2010 09:30","Medio (4 - 8 mts)",50,"Mediano",-68.8542826501,-32.8716063896,6,"Residencial Norte",2694682.37982,0
12702,"Morera","20/01/2011 09:31","Bajo (2 - 4 mts)",34,"Mediano",-68.847587182,-32.863427834,4,"Cuarta Oeste",1173332.70145,0
3717,"Tilo","24/08/2011 09:31","Bajo (2 - 4 mts)",18,"Chico",-68.8216042644,-32.8696226577,4,"Cuarta Este Área Fundacional",1822015.85685,0
7843,"Fresno europeo","10/06/2011 11:18","Muy bajo (1 - 2 mts)",12,"Chico",-68.8493296509,-32.8854934197,1,"Parque Central",1655357.93265,0
12724,"Acacia SP","25/01/2011 08:29","Alto (> 8 mts)",110,"Grande",-68.8481478591,-32.8636928929,6,"Residencial Norte",2694682.37982,0
4001,"Morera","27/09/2011 09:55","Medio (4 - 8 mts)",108,"Grande",-68.821835057,-32.8741161445,4,"Cuarta Este Área Fundacional",1822015.85685,0
17462,"Paraiso","16/01/2012 10:21","Medio (4 - 8 mts)",38,"Mediano",-68.8361866014,-32.8682833771,4,"Cuarta Oeste",1173332.70145,0
1213,"Paraiso sombrilla","29/11/2011 12:28","Medio (4 - 8 mts)",65,"Grande",-68.8762580158,-32.8647843879,8,"Aeroparque",2203364.73622,0
1116,"Jacarand","01/12/2011 12:35","Medio (4 - 8 mts)",65,"Grande",-68.8762665086,-32.8661301788,8,"Aeroparque",2203364.73622,0
1367,"Aguaribay","15/12/2011 07:46","Bajo (2 - 4 mts)",20,"Chico",-68.8790217908,-32.8670511187,8,"Aeroparque",2203364.73622,0
40665,"Fresno europeo","13/04/2011 09:19","Medio (4 - 8 mts)",30,"Mediano",-68.8440542572,-32.884175924,1,"Parque Central",1655357.93265,0
16221,"Morera","20/07/2011 11:02","Alto (> 8 mts)",180,"Grande",-68.8434023785,-32.8654264256,4,"Cuarta Oeste",1173332.70145,0
39055,"Paraiso","22/12/2010 13:41","Alto (> 8 mts)",170,"Grande",-68.8537318201,-32.8704566679,6,"Residencial Norte",2694682.37982,0
28674,"Pltano","02/03/2011 09:15","Alto (> 8 mts)",109,"Grande",-68.8466825332,-32.8914977874,2,"Barrio Civico",2366816.36021,0
11623,"Morera","27/01/2011 13:58","Alto (> 8 mts)",195,"Grande",-68.8498374368,-32.8664321255,6,"Residencial Norte",2694682.37982,0
23796,"Olmo comun","27/01/2011 18:59","Alto (> 8 mts)",132,"Grande",-68.8501968234,-32.9005813602,2,"Barrio Civico",2366816.36021,0
33046,"Fresno americano","17/05/2011 13:10","Medio (4 - 8 mts)",67,"Grande",-68.853480928,-32.8870254399,5,"Residencial Sur",2423808.92355,0
23815,"Morera","26/01/2011 16:19","Bajo (2 - 4 mts)",74,"Grande",-68.8509117512,-32.90117192,2,"Barrio Civico",2366816.36021,0
42647,"Morera","26/09/2011 08:41","Medio (4 - 8 mts)",40,"Mediano",-68.8292905152,-32.875944311,4,"Cuarta Este Área Fundacional",1822015.85685,0
43284,"Morera","07/10/2011 11:57","Medio (4 - 8 mts)",56,"Mediano",-68.83243766,-32.8799147544,3,"Parque O'Higgins",1531146.02653,0
33837,"Fresno europeo","16/05/2011 13:26","Medio (4 - 8 mts)",120,"Grande",-68.8534529298,-32.8858558221,5,"Residencial Sur",2423808.92355,0
17430,"Morera","29/07/2011 10:26","Alto (> 8 mts)",185,"Grande",-68.8349155307,-32.8678654967,4,"Cuarta Oeste",1173332.70145,0
43424,"Fresno europeo","26/10/2011 16:20","Alto (> 8 mts)",170,"Grande",-68.8321555064,-32.8800994296,3,"Parque O'Higgins",1531146.02653,0
18436,"Morera","11/07/2011 10:28","Alto (> 8 mts)",105,"Grande",-68.8392422937,-32.8729446045,4,"Cuarta Oeste",1173332.70145,0
11656,"Paraiso","26/01/2011 12:49","Alto (> 8 mts)",170,"Grande",-68.8500487436,-32.868514259,6,"Residencial Norte",2694682.37982,0
23502,"Fresno europeo","21/01/2011 13:43","Alto (> 8 mts)",105,"Grande",-68.8479961313,-32.9025760376,2,"Barrio Civico",2366816.36021,0
28797,"Fresno americano","18/04/2011 10:31","Medio (4 - 8 mts)",125,"Grande",-68.8479186213,-32.8857594062,1,"Parque Central",1655357.93265,0
17258,"Prunas","05/08/2011 11:14","Bajo (2 - 4 mts)",51,"Mediano",-68.8355210972,-32.8648184758,4,"Cuarta Oeste",1173332.70145,0
40563,"Pltano","15/04/2011 12:33","Alto (> 8 mts)",220,"Grande",-68.8465258515,-32.8847195956,1,"Parque Central",1655357.93265,0
46459,"Morera","16/08/2011 13:33","Alto (> 8 mts)",110,"Grande",-68.8319115175,-32.8682970293,4,"Cuarta Oeste",1173332.70145,0
31205,"Morera","07/02/2011 08:42","Medio (4 - 8 mts)",34,"Mediano",-68.8535456827,-32.8641205596,6,"Residencial Norte",2694682.37982,0
13104,"Morera","16/02/2011 13:04","Alto (> 8 mts)",134,"Grande",-68.8463362764,-32.865935186,4,"Cuarta Oeste",1173332.70145,0
1020,"Aguaribay","14/12/2011 11:10","Medio (4 - 8 mts)",100,"Grande",-68.8812516947,-32.8651691074,8,"Aeroparque",2203364.73622,0
9125,"Paraiso","21/02/2011 09:49","Medio (4 - 8 mts)",73,"Grande",-68.852848471,-32.865342398,6,"Residencial Norte",2694682.37982,0
27369,"Fresno europeo","20/10/2011 12:42","Muy bajo (1 - 2 mts)",8,"Chico",-68.8360064714,-32.8875747881,3,"Parque O'Higgins",1531146.02653,0
3692,"Paraiso","24/08/2011 11:33","Medio (4 - 8 mts)",56,"Mediano",-68.8186595936,-32.8688228636,4,"Cuarta Este Área Fundacional",1822015.85685,0
11693,"Fresno europeo","31/01/2011 09:29","Alto (> 8 mts)",160,"Grande",-68.8508255287,-32.8678566772,6,"Residencial Norte",2694682.37982,0
37972,"Fresno europeo","10/01/2012 17:59","Medio (4 - 8 mts)",90,"Grande",-68.8481596193,-32.8727163468,6,"Residencial Norte",2694682.37982,0
45022,"Morera","29/08/2011 09:33","Alto (> 8 mts)",130,"Grande",-68.825690702,-32.8699090265,4,"Cuarta Este Área Fundacional",1822015.85685,0
33936,"Fresno europeo","24/05/2011 09:11","Medio (4 - 8 mts)",120,"Grande",-68.8525967136,-32.883978266,5,"Residencial Sur",2423808.92355,0
30339,"Acacia SP","10/03/2011 11:58","Alto (> 8 mts)",115,"Grande",-68.8408150832,-32.8905629855,3,"Parque O'Higgins",1531146.02653,0
12575,"Paraiso","11/01/2011 13:12","Alto (> 8 mts)",130,"Grande",-68.8450466101,-32.8626191168,4,"Cuarta Oeste",1173332.70145,0
39541,"Paraiso","01/11/2010 10:13","Alto (> 8 mts)",150,"Grande",-68.8489872972,-32.8692486207,6,"Residencial Norte",2694682.37982,0
18740,"Morera","12/07/2011 10:37","Alto (> 8 mts)",100,"Grande",-68.8373349098,-32.8729241049,4,"Cuarta Oeste",1173332.70145,0
34919,"Fresno europeo","28/03/2011 12:07","Muy bajo (1 - 2 mts)",8,"Chico",-68.8511882286,-32.8803726456,1,"Parque Central",1655357.93265,0
18760,"Morera","11/07/2011 11:58","Alto (> 8 mts)",120,"Grande",-68.8375516938,-32.8725831856,4,"Cuarta Oeste",1173332.70145,0
14445,"Prunas","02/12/2011 08:48","Bajo (2 - 4 mts)",30,"Mediano",-68.8779018061,-32.8675693269,8,"Aeroparque",2203364.73622,0
39058,"Paraiso","22/12/2010 13:35","Alto (> 8 mts)",190,"Grande",-68.8534305427,-32.8704335926,6,"Residencial Norte",2694682.37982,0
1490,"Fresno americano","24/11/2011 11:35","Muy bajo (1 - 2 mts)",24,"Mediano",-68.8721510095,-32.8769270848,7,"Residencial Parque",1786336.08966,0
20068,"Morera","15/08/2011 13:50","Alto (> 8 mts)",145,"Grande",-68.833866521,-32.8656843512,4,"Cuarta Oeste",1173332.70145,0
22450,"Fresno europeo","24/06/2011 10:49","Alto (> 8 mts)",95,"Grande",-68.8610799099,-32.8981995134,5,"Residencial Sur",2423808.92355,0
37546,"Paraiso","16/11/2010 12:17","Alto (> 8 mts)",170,"Grande",-68.8575893291,-32.8696346255,6,"Residencial Norte",2694682.37982,0
23109,"Fresno europeo","17/01/2011 16:52","Alto (> 8 mts)",152,"Grande",-68.8474899898,-32.9022800277,2,"Barrio Civico",2366816.36021,0
3806,"Paraiso","02/09/2011 10:48","Medio (4 - 8 mts)",110,"Grande",-68.8314500703,-32.8706998502,4,"Cuarta Este Área Fundacional",1822015.85685,0
8666,"Morera","02/02/2011 09:15","Medio (4 - 8 mts)",20,"Chico",-68.8408347316,-32.90386968,2,"Barrio Civico",2366816.36021,0
9449,"Fresno europeo","11/02/2011 13:38","Medio (4 - 8 mts)",100,"Grande",-68.8560704849,-32.8636118344,6,"Residencial Norte",2694682.37982,0
33383,"Acer","01/06/2011 11:51","Medio (4 - 8 mts)",30,"Mediano",-68.8558665271,-32.8886308668,5,"Residencial Sur",2423808.92355,0
28567,"Pltano","23/02/2011 08:35","Alto (> 8 mts)",190,"Grande",-68.8492812755,-32.8910130241,5,"Residencial Sur",2423808.92355,0
28688,"Pltano","01/03/2011 12:49","Alto (> 8 mts)",126,"Grande",-68.8462528508,-32.8908470592,2,"Barrio Civico",2366816.36021,0
36726,"Morera","09/06/2011 14:38","Medio (4 - 8 mts)",110,"Grande",-68.8592883196,-32.8813448782,7,"Residencial Parque",1786336.08966,0
296,"Fresno europeo","05/03/2012 13:32","Bajo (2 - 4 mts)",100,"Grande",-68.8226135503,-32.8676339708,4,"Cuarta Este Área Fundacional",1822015.85685,0
46176,"Morera","28/09/2011 10:40","Medio (4 - 8 mts)",180,"Grande",-68.8240253676,-32.8746177723,4,"Cuarta Este Área Fundacional",1822015.85685,0
37610,"Paraiso","13/12/2010 10:27","Alto (> 8 mts)",110,"Grande",-68.8501391278,-32.8716234704,6,"Residencial Norte",2694682.37982,0
37054,"Fresno europeo","05/04/2011 12:27","Bajo (2 - 4 mts)",68,"Grande",-68.8562712295,-32.8762678742,6,"Residencial Norte",2694682.37982,0
34666,"Morera","01/04/2011 11:53","Alto (> 8 mts)",90,"Grande",-68.8506066858,-32.8761117587,6,"Residencial Norte",2694682.37982,0
43133,"Fresno europeo","04/10/2011 08:41","Alto (> 8 mts)",186,"Grande",-68.8292333214,-32.8779084181,4,"Cuarta Este Área Fundacional",1822015.85685,0
15514,"Morera","21/11/2011 13:21","Medio (4 - 8 mts)",55,"Mediano",-68.8604543042,-32.8710464789,7,"Residencial Parque",1786336.08966,0
34809,"Morera","30/03/2011 13:10","Alto (> 8 mts)",170,"Grande",-68.8515333033,-32.8758769672,6,"Residencial Norte",2694682.37982,0
21400,"Pltano","11/05/2011 09:44","Alto (> 8 mts)",170,"Grande",-68.8550651786,-32.8923799104,5,"Residencial Sur",2423808.92355,0
31365,"Morera","28/02/2011 12:21","Medio (4 - 8 mts)",180,"Grande",-68.8495020792,-32.8654802737,6,"Residencial Norte",2694682.37982,0
38018,"Paraiso","07/12/2010 12:57","Medio (4 - 8 mts)",75,"Grande",-68.8480761968,-32.8713836317,6,"Residencial Norte",2694682.37982,0
7248,"Morera","31/05/2011 13:46","Medio (4 - 8 mts)",42,"Mediano",-68.8542504357,-32.9020097466,5,"Residencial Sur",2423808.92355,0
46281,"Morera","21/09/2011 09:41","Alto (> 8 mts)",150,"Grande",-68.823099887,-32.874245127,4,"Cuarta Este Área Fundacional",1822015.85685,0
15727,"Acacia SP","08/08/2011 10:15","Bajo (2 - 4 mts)",15,"Chico",-68.8731624313,-32.8795800299,7,"Residencial Parque",1786336.08966,0
16943,"Caducifolio","16/08/2011 13:15","Medio (4 - 8 mts)",80,"Grande",-68.8369152363,-32.8653128067,4,"Cuarta Oeste",1173332.70145,0
23036,"Morera","10/06/2011 18:53","Alto (> 8 mts)",104,"Grande",-68.8619514757,-32.9016462903,5,"Residencial Sur",2423808.92355,0
34855,"Fresno americano","29/03/2011 10:13","Medio (4 - 8 mts)",72,"Grande",-68.8510659406,-32.8802264402,1,"Parque Central",1655357.93265,0
35671,"Fresno europeo","18/03/2011 09:53","Bajo (2 - 4 mts)",24,"Mediano",-68.8555946841,-32.8742815461,6,"Residencial Norte",2694682.37982,0
20288,"Morera","17/05/2011 09:55","Alto (> 8 mts)",150,"Grande",-68.8601999682,-32.8935194509,5,"Residencial Sur",2423808.92355,0
45537,"Fresno europeo","16/09/2011 14:24","Medio (4 - 8 mts)",130,"Grande",-68.8209236783,-32.8727644498,4,"Cuarta Este Área Fundacional",1822015.85685,0
44960,"Morera","29/08/2011 11:58","Alto (> 8 mts)",212,"Grande",-68.8256107851,-32.8691963965,4,"Cuarta Este Área Fundacional",1822015.85685,0
7536,"Paraiso","14/06/2011 15:02","Bajo (2 - 4 mts)",120,"Grande",-68.8598529007,-32.8822262759,7,"Residencial Parque",1786336.08966,0
16946,"Morera","16/08/2011 10:38","Medio (4 - 8 mts)",120,"Grande",-68.8369459566,-32.8654572081,4,"Cuarta Oeste",1173332.70145,0
15825,"Morera","25/11/2011 10:46","Medio (4 - 8 mts)",100,"Grande",-68.8713642583,-32.876282035,7,"Residencial Parque",1786336.08966,0
42687,"Morera","23/09/2011 11:32","Alto (> 8 mts)",160,"Grande",-68.8297475546,-32.8777803573,4,"Cuarta Este Área Fundacional",1822015.85685,0
11251,"Morera","25/01/2011 11:55","Muy bajo (1 - 2 mts)",10,"Chico",-68.8459219655,-32.9021408969,2,"Barrio Civico",2366816.36021,0
16559,"Morera","27/07/2011 09:47","Muy bajo (1 - 2 mts)",10,"Chico",-68.8409450471,-32.8657285367,4,"Cuarta Oeste",1173332.70145,0
38538,"Paraiso","21/12/2010 13:56","Bajo (2 - 4 mts)",45,"Mediano",-68.8532223469,-32.8711793203,6,"Residencial Norte",2694682.37982,0
7110,"Morera","31/05/2011 12:06","Alto (> 8 mts)",70,"Grande",-68.8612580814,-32.8980198266,5,"Residencial Sur",2423808.92355,0
16604,"Paraiso","26/07/2011 10:20","Alto (> 8 mts)",70,"Grande",-68.8407611998,-32.8655320039,4,"Cuarta Oeste",1173332.70145,0
28800,"Fresno americano","18/04/2011 10:24","Alto (> 8 mts)",145,"Grande",-68.8481442935,-32.885715768,1,"Parque Central",1655357.93265,0
19120,"Morera","26/07/2011 12:30","Alto (> 8 mts)",155,"Grande",-68.8413105342,-32.87174141,4,"Cuarta Oeste",1173332.70145,0
40530,"Pltano","12/04/2011 09:55","Bajo (2 - 4 mts)",14,"Chico",-68.8431424763,-32.8832183091,1,"Parque Central",1655357.93265,0
3540,"Acer","07/09/2011 10:40","Bajo (2 - 4 mts)",40,"Mediano",-68.8331229665,-32.8694812108,4,"Cuarta Oeste",1173332.70145,0
7049,"Fresno europeo","14/06/2011 10:59","Bajo (2 - 4 mts)",14,"Chico",-68.8555607561,-32.8971532967,5,"Residencial Sur",2423808.92355,0
36550,"Pltano","04/04/2011 11:39","Alto (> 8 mts)",38,"Mediano",-68.8553735226,-32.87945149,6,"Residencial Norte",2694682.37982,0
31384,"Morera","23/05/2011 13:04","Medio (4 - 8 mts)",120,"Grande",-68.8515177583,-32.8840778783,1,"Parque Central",1655357.93265,0
11775,"Morera","25/01/2011 12:59","Alto (> 8 mts)",144,"Grande",-68.8486990533,-32.8644913293,6,"Residencial Norte",2694682.37982,0
3086,"Morera","09/09/2011 08:57","Muy bajo (1 - 2 mts)",6,"Chico",-68.8320336781,-32.8716262466,4,"Cuarta Este Área Fundacional",1822015.85685,0
13154,"Fresno europeo","18/02/2011 12:51","Alto (> 8 mts)",160,"Grande",-68.846632838,-32.8648146627,4,"Cuarta Oeste",1173332.70145,0
30707,"Acer","04/02/2011 11:09","Bajo (2 - 4 mts)",43,"Mediano",-68.8556783736,-32.8673658641,6,"Residencial Norte",2694682.37982,0
21602,"Caducifolio","12/05/2011 09:27","Muy bajo (1 - 2 mts)",15,"Chico",-68.855233053,-32.8944495746,5,"Residencial Sur",2423808.92355,0
24485,"Paraiso","19/01/2011 12:21","Alto (> 8 mts)",150,"Grande",-68.8458008395,-32.9032085899,2,"Barrio Civico",2366816.36021,0
3990,"Morera","23/09/2011 11:50","Bajo (2 - 4 mts)",30,"Mediano",-68.8306951755,-32.8777298675,4,"Cuarta Este Área Fundacional",1822015.85685,0
45729,"Fresno americano","24/08/2011 11:34","Muy bajo (1 - 2 mts)",6,"Chico",-68.8217848949,-32.8687273291,4,"Cuarta Este Área Fundacional",1822015.85685,0
19382,"Pltano","04/07/2011 10:58","Alto (> 8 mts)",200,"Grande",-68.8347900666,-32.8726620738,4,"Cuarta Oeste",1173332.70145,0
39695,"Morera","19/10/2010 12:05","Bajo (2 - 4 mts)",25,"Mediano",-68.8462785904,-32.8700563958,6,"Residencial Norte",2694682.37982,0
